CustomerID,CustomerSegment,Frequency,FrequencyScore,Monetary,MonetaryScore,Recency,RecencyScore,RFM_SCORE
13638,Others,8,1,122.64000000000001,1,16,4,411
13639,Others,40,3,1033.3400000000001,4,75,1,134
13642,Loyal Customers,66,4,354.7999999999999,2,127,5,542
13643,Potential Loyalist,28,2,519.44,3,121,5,523
13644,Loyal Customers,146,5,2624.260000000001,5,17,4,455
13645,Others,5,1,252.1,2,32,2,212
13647,Loyal Customers,79,4,1678.1200000000001,4,10,5,544
13649,Others,23,2,346.6000000000001,2,257,3,322
13650,Loyal Customers,96,4,1836.34,4,1,5,544
13651,Others,6,1,94.2,1,40,2,211
13652,Others,63,4,1095.08,4,46,2,244
13654,Others,166,5,2707.329999999999,5,36,2,255
13655,Others,56,3,932.9700000000004,3,6,1,133
13656,Loyal Customers,49,3,379.65000000000003,2,165,4,432
13657,Potential Loyalist,16,2,382.13999999999993,2,11,5,522
13658,Loyal Customers,108,4,2639.1700000000037,5,10,5,545
13659,Loyal Customers,104,4,1573.2000000000007,4,206,4,444
13662,Others,53,3,897.7600000000001,3,35,2,233
13663,Others,13,1,189.47,1,180,4,411
13666,Lost,12,1,84.65000000000002,1,61,1,111
13667,Loyal Customers,87,4,305.0199999999998,2,150,4,442
13668,Champions,470,5,6363.589999999984,5,11,5,555
13669,Others,9,1,218.55,1,51,2,211
13670,Others,25,2,349.70000000000016,2,76,1,122
13672,Others,6,1,186.39,1,38,2,211
13673,Loyal Customers,65,4,396.9199999999999,2,19,4,442
13675,Others,25,2,486.82000000000005,2,33,2,222
13678,Others,16,2,232.60000000000005,1,33,2,221
13680,Others,195,5,3722.4200000000014,5,40,2,255
13681,Loyal Customers,57,3,827.83,3,18,4,433
13682,Others,3,1,59.5,1,218,3,311
13684,Others,30,3,67.23000000000002,1,286,3,331
13685,Others,39,3,3119.4400000000014,5,46,2,235
13686,Lost,8,1,72,1,65,1,111
13689,Others,6,1,910,3,153,4,413
13690,Others,9,1,172.25,1,30,3,311
13692,Others,53,3,1488.3200000000004,4,25,3,334
13694,Others,568,5,65039.620000000024,5,26,3,355
13695,Loyal Customers,90,4,2504.1299999999987,5,2,4,445
13697,Others,12,1,151.3,1,333,2,211
13699,Potential Loyalist,14,2,308.58,2,156,4,422
13700,Others,197,5,2265.119999999999,5,6,1,155
13703,Others,1,1,99.5,1,319,2,211
13704,Champions,134,5,2308.0599999999986,5,0,5,555
13705,Potential Loyalist,28,2,711.8600000000001,3,145,5,523
13706,Others,20,2,330.78999999999996,2,69,1,122
13707,Others,48,3,806.4100000000004,3,268,3,333
13708,Others,51,3,296.87999999999994,2,272,3,332
13709,Others,336,5,6328.050000000004,5,50,2,255
13710,Others,8,1,180.48000000000002,1,121,5,511
13711,Others,13,1,252.06000000000003,2,219,3,312
13712,Others,10,1,228.83999999999997,1,159,4,411
13715,Others,105,4,1079.3399999999997,4,223,3,344
13716,Others,21,2,138.28,1,270,3,321
13717,Others,102,4,1445.0100000000002,4,57,1,144
13718,Others,12,1,306.55,2,159,4,412
13719,Loyal Customers,60,4,1041.68,4,16,4,444
13720,Loyal Customers,43,3,799.8999999999999,3,117,5,533
13721,Others,28,2,524.14,3,274,3,323
13722,Loyal Customers,85,4,2375.4100000000008,5,132,5,545
13723,Others,6,1,199.85000000000002,1,188,4,411
13725,Others,104,4,1980.5600000000004,4,50,2,244
13726,Loyal Customers,42,3,1079.6600000000003,4,101,5,534
13727,Others,20,2,333.4800000000001,2,29,3,322
13728,Loyal Customers,63,4,1016.1399999999999,4,108,5,544
13730,Loyal Customers,43,3,752.5999999999998,3,136,5,533
13731,Loyal Customers,38,3,610.5899999999999,3,159,4,433
13732,Others,33,3,491.86,3,29,3,333
13735,Others,196,5,2885.2399999999975,5,25,3,355
13736,Others,191,5,731.8999999999999,3,242,3,353
13737,Loyal Customers,30,3,339.59999999999997,2,201,4,432
13739,Others,3,1,216.9,1,19,4,411
13740,Others,23,2,350.75,2,241,3,322
13741,Others,34,3,668.43,3,72,1,133
13742,Loyal Customers,321,5,3131.020000000001,5,17,4,455
13743,Loyal Customers,41,3,1341.5999999999997,4,1,5,534
13744,Loyal Customers,72,4,1156.36,4,215,4,444
13745,Potential Loyalist,25,2,300.03999999999996,2,163,4,422
13747,Lost,1,1,79.6,1,697,1,111
13748,Potential Loyalist,28,2,948.2499999999998,4,159,4,424
13750,At Risk,24,2,1647.2599999999998,4,54,1,124
13751,Others,9,1,296.24999999999994,2,289,3,312
13752,Others,76,4,1186.2800000000002,4,96,1,144
13753,Others,35,3,741.26,3,288,3,333
13754,Others,12,1,282.6,2,33,2,212
13755,Champions,342,5,2161.3500000000013,5,10,5,555
13756,Others,142,5,5189.519999999995,5,23,3,355
13758,Loyal Customers,117,4,3190.550000000001,5,12,5,545
13759,Others,25,2,659.41,3,72,1,123
13760,Others,57,3,286.78999999999996,2,55,1,132
13761,Others,70,4,1070.65,4,51,2,244
13762,Others,7,1,306.72,2,219,3,312
13763,Potential Loyalist,15,2,1714.9599999999998,4,153,4,424
13764,Others,208,5,1521.7600000000002,4,71,1,154
13767,Others,368,5,17220.360000000008,5,26,3,355
13769,Others,135,5,2796.5099999999993,5,93,1,155
13771,Loyal Customers,119,4,2634.450000000001,5,183,4,445
13772,Loyal Customers,177,5,1132.13,4,182,4,454
13774,Others,22,2,344.99999999999994,2,82,1,122
13777,Others,197,5,25977.15999999998,5,25,3,355
13778,Others,9,1,178.7,1,104,5,511
13780,Loyal Customers,57,3,360.01,2,171,4,432
13781,Others,17,2,127.84000000000002,1,281,3,321
13782,Loyal Customers,115,4,911.9999999999992,3,13,5,543
13784,Loyal Customers,31,3,2462.7899999999995,5,10,5,535
13786,Others,7,1,230.4,1,516,2,211
13787,Others,31,3,309.04,2,76,1,132
13790,Loyal Customers,45,3,348.79999999999995,2,212,4,432
13791,Others,11,1,1516,4,169,4,414
13792,Others,13,1,195.54999999999995,1,244,3,311
13798,Champions,349,5,37153.84999999998,5,1,5,555
13799,Loyal Customers,39,3,688.8600000000002,3,117,5,533
13800,Others,33,3,558.3199999999997,3,283,3,333
13801,Others,23,2,324.79999999999995,2,244,3,322
13802,Loyal Customers,60,4,4599.420000000001,5,139,5,545
13803,Others,17,2,277.07000000000005,2,256,3,322
13804,Others,137,5,2635.7900000000004,5,79,1,155
13805,Others,13,1,924.5999999999999,3,53,2,213
13806,Others,10,1,256.38,2,153,4,412
13807,Others,7,1,112.6,1,516,2,211
13808,Others,76,4,1747.66,4,47,2,244
13809,Others,12,1,155.05,1,161,4,411
13810,Others,35,3,1499.01,4,29,3,334
13811,Lost,13,1,814.5,3,95,1,113
13812,Others,36,3,538.9999999999999,3,43,2,233
13813,Others,69,4,1366.8599999999994,4,31,2,244
13814,Loyal Customers,57,3,1579.1200000000001,4,123,5,534
13815,Others,176,5,4027.3599999999983,5,23,3,355
13816,Others,28,2,571.6700000000001,3,24,3,323
13817,Others,24,2,382.9799999999999,2,60,1,122
13819,Others,36,3,1140.35,4,38,2,234
13821,Loyal Customers,59,4,385.64,2,145,5,542
13822,Others,96,4,632.0000000000001,3,41,2,243
13823,Loyal Customers,40,3,957.6600000000001,4,19,4,434
13824,Others,46,3,1698.9399999999998,4,6,1,134
13826,Others,10,1,189.5,1,177,4,411
13827,Others,93,4,412.0499999999998,2,58,1,142
13828,Others,15,2,209.49000000000004,1,23,3,321
13831,Loyal Customers,74,4,2202.99,5,17,4,445
13832,Others,3,1,52.199999999999996,1,20,4,411
13833,Others,29,3,384.7999999999999,2,278,3,332
13835,Others,55,3,834.57,3,26,3,333
13837,Others,19,2,271.24000000000007,2,5,2,222
13838,Loyal Customers,174,5,691.7299999999999,3,118,5,553
13841,Others,1,1,85,1,340,2,211
13842,Champions,206,5,3385.619999999999,5,0,5,555
13844,Potential Loyalist,20,2,361.62,2,12,5,522
13845,Others,9,1,312.98,2,183,4,412
13846,Others,55,3,865.0600000000005,3,25,3,333
13848,Others,5,1,1255,4,123,5,514
13849,Others,101,4,1537.95,4,52,2,244
13850,Others,93,4,1595.4799999999996,4,305,2,244
13851,Loyal Customers,81,4,2651.46,5,215,4,445
13853,At Risk,23,2,1090.14,4,58,1,124
13854,Loyal Customers,110,4,8109.5199999999995,5,1,5,545
13856,Others,14,2,388.5,2,95,1,122
13858,Lost,11,1,216.16999999999996,1,58,1,111
13859,Others,28,2,201.16,1,327,2,221
13860,Loyal Customers,76,4,1245.9000000000003,4,15,5,544
13862,Loyal Customers,139,5,2209.360000000001,5,19,4,455
13863,Potential Loyalist,20,2,305.78000000000003,2,189,4,422
13865,Loyal Customers,30,3,501.56,3,0,5,533
13866,Lost,7,1,145.67,1,75,1,111
13867,Others,61,4,1015.2900000000002,4,75,1,144
13868,Others,33,3,3192.54,5,301,2,235
13869,Champions,307,5,3104.9500000000035,5,124,5,555
13870,Others,115,4,2770.9400000000005,5,41,2,245
13871,Others,336,5,6403.250000000004,5,23,3,355
13873,Potential Loyalist,23,2,389.6,2,2,4,422
13874,Others,18,2,540.45,3,359,2,223
13875,Others,104,4,1786.7900000000004,4,38,2,244
13876,Others,7,1,122.69999999999999,1,153,4,411
13877,Lost,3,1,117.24000000000001,1,87,1,111
13878,Others,36,3,1281.53,4,55,1,134
13880,Others,165,5,3219.7700000000004,5,22,3,355
13881,Champions,178,5,17159.519999999993,5,12,5,555
13882,Loyal Customers,65,4,1191.1299999999999,4,12,5,544
13883,Champions,142,5,2674.479999999998,5,11,5,555
13884,Others,59,4,787.6000000000001,3,31,2,243
13885,Potential Loyalist,28,2,506.8000000000001,3,201,4,423
13886,Others,16,2,243.56000000000003,1,72,1,121
13887,Potential Loyalist,19,2,349.54999999999995,2,205,4,422
13888,Loyal Customers,40,3,605.63,3,2,4,433
13889,Potential Loyalist,15,2,416.9,2,123,5,522
13890,Others,110,4,1883.8099999999995,4,23,3,344
13892,Others,27,2,632.97,3,27,3,323
13893,Others,21,2,821.1,3,298,3,323
13894,Others,27,2,564.62,3,24,3,323
13895,Others,118,4,2593.0699999999993,5,29,3,345
13897,Others,17,2,311.15999999999997,2,51,2,222
13898,Others,12,1,155.93,1,326,2,211
13899,Potential Loyalist,19,2,388.52000000000004,2,17,4,422
13900,Others,43,3,740.9499999999997,3,95,1,133
13901,Others,149,5,2867.2,5,73,1,155
13904,Others,26,2,332.63999999999993,2,295,3,322
13908,Others,122,5,2369.5499999999984,5,80,1,155
13911,Others,148,5,2580.909999999999,5,58,1,155
13914,Loyal Customers,33,3,626.4499999999999,3,12,5,533
13917,Others,18,2,272.04,2,50,2,222
13918,Others,30,3,1212.8400000000001,4,50,2,234
13919,Others,28,2,384.81,2,30,3,322
13922,Others,7,1,172.24999999999997,1,352,2,211
13923,Others,20,2,351.13000000000005,2,54,1,122
13924,Loyal Customers,117,4,1838.8500000000001,4,18,4,444
13925,Others,41,3,678.2499999999999,3,63,1,133
13926,Others,11,1,223.85000000000002,1,24,3,311
13927,Others,21,2,348.99,2,75,1,122
13928,Potential Loyalist,27,2,464.56999999999994,2,11,5,522
13929,Others,9,1,842.6500000000001,3,170,4,413
13930,Others,17,2,337.3399999999999,2,58,1,122
13931,Loyal Customers,58,4,1237.5300000000002,4,215,4,444
13932,Others,16,2,307.4,2,295,3,322
13933,Potential Loyalist,23,2,608.7899999999998,3,110,5,523
13934,Others,31,3,922.0999999999997,3,264,3,333
13936,Potential Loyalist,26,2,376.58,2,180,4,422
13937,Others,9,1,158.85,1,170,4,411
13938,Others,7,1,71.66,1,243,3,311
13939,Others,45,3,568.5499999999998,3,24,3,333
13940,Loyal Customers,49,3,839.1400000000002,3,18,4,433
13941,Others,45,3,5112.96,5,22,3,335
13946,Lost,11,1,561.57,3,80,1,113
13947,Others,5,1,90.6,1,214,4,411
13948,Others,3,1,101.99999999999999,1,361,2,211
13949,Others,160,5,2427.3199999999974,5,25,3,355
13950,Loyal Customers,35,3,745.0600000000001,3,12,5,533
13951,Loyal Customers,39,3,674.4499999999998,3,177,4,433
13952,Loyal Customers,137,5,3251.071,5,188,4,455
13953,At Risk,20,2,3515.6800000000003,5,53,2,225
13954,Others,25,2,439.92,2,71,1,122
13955,Loyal Customers,33,3,322.96,2,125,5,532
13956,Others,152,5,1026.4200000000003,4,55,1,154
13959,Others,92,4,598.1999999999999,3,80,1,143
13960,Others,12,1,230.22,1,22,3,311
13962,Others,11,1,169.55,1,22,3,311
13963,Others,35,3,664.54,3,252,3,333
13967,Others,2,1,80.7,1,146,5,511
13969,Loyal Customers,626,5,9053.940000000002,5,17,4,455
13971,Loyal Customers,149,5,2758.26,5,19,4,455
13972,Others,15,2,190.25000000000009,1,71,1,121
13973,Others,11,1,264.7,2,288,3,312
13974,Others,28,2,413.59,2,50,2,222
13975,Champions,338,5,2526.2799999999993,5,121,5,555
13976,Others,10,1,357.9800000000001,2,207,4,412
13978,Potential Loyalist,15,2,196.79,1,15,5,521
13979,Others,54,3,869.8700000000001,3,74,1,133
13980,Lost,11,1,200.14000000000001,1,61,1,111
13982,Others,111,4,1871.81,4,40,2,244
13983,Loyal Customers,107,4,2603.43,5,0,5,545
13984,Others,16,2,920.5100000000001,3,27,3,323
13985,Champions,351,5,7060.130000000006,5,0,5,555
13986,Others,13,1,320.46000000000004,2,18,4,412
13988,Loyal Customers,234,5,4147.960000000001,5,20,4,455
13989,Loyal Customers,41,3,1266.0799999999997,4,214,4,434
13990,Others,16,2,311.3,2,66,1,122
13991,Loyal Customers,84,4,855.9699999999999,3,13,5,543
13992,Lost,5,1,76.8,1,90,1,111
13993,Others,121,4,3466.36,5,31,2,245
13994,Others,155,5,2313.140000000001,5,40,2,255
13995,Loyal Customers,86,4,1393.6899999999996,4,16,4,444
13999,Champions,208,5,3901.8100000000036,5,11,5,555
14000,Others,15,2,635.6600000000001,3,5,2,223
14001,Others,39,3,2043.08,4,46,2,234
14002,Loyal Customers,47,3,529.73,3,135,5,533
14004,Others,171,5,4582.639999999999,5,44,2,255
14005,Loyal Customers,84,4,2874.7200000000007,5,10,5,545
14006,Others,30,3,962.1899999999999,4,6,1,134
14009,Loyal Customers,42,3,695.6099999999999,3,199,4,433
14012,Others,11,1,328.8,2,160,4,412
14013,Others,34,3,473.02,2,98,1,132
14014,Others,39,3,505.18000000000006,3,78,1,133
14015,Others,20,2,917.34,3,53,2,223
14016,Loyal Customers,161,5,4341.21,5,208,4,455
14019,Others,66,4,1421.6100000000004,4,47,2,244
14020,Loyal Customers,39,3,642.8000000000001,3,1,5,533
14021,Others,22,2,631.9000000000001,3,5,2,223
14022,Others,28,2,440,2,226,3,322
14023,Others,31,3,584.0699999999998,3,281,3,333
14024,Others,16,2,327.7,2,63,1,122
14027,Lost,6,1,104.82000000000002,1,61,1,111
14029,Potential Loyalist,15,2,467.65999999999997,2,145,5,522
14030,Loyal Customers,243,5,2360.0899999999997,5,19,4,455
14031,Others,250,5,17286.859999999997,5,22,3,355
14032,Others,143,5,2975.5900000000006,5,6,1,155
14034,Others,89,4,651.8200000000002,3,23,3,343
14035,Others,66,4,1428.0200000000002,4,29,3,344
14036,Others,38,3,626.6499999999999,3,285,3,333
14037,Potential Loyalist,28,2,147.20000000000005,1,177,4,421
14038,Others,92,4,1560.379999999999,4,79,1,144
14039,Others,6,1,152.2,1,182,4,411
14040,Others,235,5,3614.9199999999996,5,9,1,155
14041,Others,21,2,141.41,1,267,3,321
14044,Others,209,5,652.8199999999993,3,27,3,353
14045,Others,6,1,1659.75,4,110,5,514
14046,Others,14,2,154.98999999999998,1,285,3,321
14047,Others,32,3,1308.61,4,74,1,134
14048,Loyal Customers,85,4,409.9299999999999,2,161,4,442
14049,Loyal Customers,488,5,5681.719999999997,5,17,4,455
14050,Loyal Customers,54,3,746.3600000000001,3,107,5,533
14051,Loyal Customers,210,5,15610.389999999989,5,18,4,455
14052,Loyal Customers,56,3,225.35999999999993,1,20,4,431
14053,Others,4,1,260.25,2,155,4,412
14054,Others,6,1,92.46,1,214,4,411
14055,Others,10,1,725.6400000000001,3,107,5,513
14056,Loyal Customers,1106,5,8214.64999999998,5,16,4,455
14057,Others,284,5,6217.960000000002,5,24,3,355
14059,Others,8,1,183.59999999999997,1,267,3,311
14060,Others,202,5,6140.419999999998,5,23,3,355
14062,Loyal Customers,111,4,10464.85,5,10,5,545
14064,Others,80,4,1353.7400000000002,4,5,2,244
14066,Others,7,1,152.55,1,267,3,311
14067,Loyal Customers,52,3,374.69999999999993,2,153,4,432
14068,Others,24,2,265.85,2,321,2,222
14071,Loyal Customers,324,5,1438.820000000003,4,20,4,454
14073,Others,13,1,151.04,1,152,4,411
14075,Loyal Customers,43,3,942.2599999999998,3,20,4,433
14076,Others,46,3,122.46999999999997,1,305,2,231
14077,Others,42,3,499.41999999999996,3,41,2,233
14078,Others,65,4,1049.3700000000003,4,66,1,144
14079,Others,12,1,375.09999999999997,2,155,4,412
14080,Others,4,1,45.599999999999994,1,152,4,411
14081,Others,153,5,934.5200000000001,3,69,1,153
14082,Others,29,3,182.24999999999997,1,424,2,231
14083,Others,181,5,1018.4299999999998,4,37,2,254
14085,Champions,450,5,4448.539999999997,5,10,5,555
14087,Loyal Customers,69,4,194.42,1,151,4,441
14088,Champions,589,5,50491.81,5,11,5,555
14089,Others,14,2,161,1,57,1,121
14090,Others,1,1,76.32000000000001,1,325,2,211
14092,Others,214,5,4076.910000000003,5,24,3,355
14093,Loyal Customers,105,4,442.8499999999999,2,13,5,542
14096,Champions,5111,5,65164.78999999966,5,12,5,555
14098,Others,21,2,147.34999999999997,1,274,3,321
14099,Loyal Customers,250,5,3104.1700000000005,5,17,4,455
14100,Potential Loyalist,26,2,194.9,1,138,5,521
14101,Others,35,3,5976.79,5,74,1,135
14102,Loyal Customers,79,4,1360.2800000000002,4,12,5,544
14104,Potential Loyalist,21,2,216.20999999999998,1,125,5,521
14105,Others,74,4,1266.2300000000002,4,240,3,344
14107,Others,123,5,2703.23,5,52,2,255
14108,Others,34,3,597.9100000000001,3,90,1,133
14109,Lost,9,1,144.2,1,73,1,111
14110,Champions,156,5,5683.149999999999,5,1,5,555
14111,Lost,10,1,692.85,3,6,1,113
14112,Others,160,5,2915.1499999999974,5,23,3,355
14113,Others,34,3,1840.4200000000005,4,23,3,334
14114,Others,15,2,386.53,2,37,2,222
14116,Loyal Customers,72,4,1382.7400000000002,4,20,4,444
14117,Others,3,1,90,1,144,5,511
14121,Champions,159,5,2780.1499999999996,5,11,5,555
14124,Lost,5,1,419.58000000000004,2,85,1,112
14125,Champions,167,5,2740.4300000000017,5,11,5,555
14126,Potential Loyalist,15,2,706.1300000000001,3,11,5,523
14127,Others,44,3,709.7099999999996,3,93,1,133
14128,Others,46,3,637.5000000000001,3,61,1,133
14129,Loyal Customers,52,3,1123.86,4,18,4,434
14130,Others,67,4,483.85999999999996,2,320,2,242
14132,Others,200,5,3586.030000000001,5,3,3,355
14133,Others,28,2,605.6399999999999,3,305,2,223
14135,Others,134,5,4690.31,5,39,2,255
14138,Loyal Customers,47,3,982.3800000000005,4,120,5,534
14139,Others,26,2,415.81999999999994,2,47,2,222
14140,Loyal Customers,66,4,935.0499999999996,3,121,5,543
14141,Others,40,3,915.1300000000002,3,30,3,333
14142,Others,22,2,311.81000000000006,2,697,1,122
14143,Others,7,1,115.8,1,134,5,511
14145,At Risk,11,1,3742.2,5,47,2,215
14146,Others,210,5,4190.999999999999,5,82,1,155
14147,Lost,5,1,483.4,2,79,1,112
14148,Others,3,1,157.2,1,234,3,311
14149,Others,28,2,446.62000000000006,2,280,3,322
14150,Others,26,2,658.6400000000001,3,243,3,323
14152,Others,49,3,621.2900000000002,3,76,1,133
14154,Others,52,3,1345.6200000000003,4,240,3,334
14155,Others,6,1,118.75,1,267,3,311
14156,Champions,1400,5,117379.6299999998,5,0,5,555
14157,Loyal Customers,48,3,432.88000000000017,2,20,4,432
14158,Others,41,3,507.66000000000014,3,41,2,233
14159,Loyal Customers,1204,5,4693.00999999999,5,20,4,455
14161,Loyal Customers,108,4,1110.52,4,127,5,544
14162,Potential Loyalist,25,2,289.36000000000007,2,174,4,422
14163,Others,52,3,2445.9100000000008,5,64,1,135
14164,Others,29,3,1631.7700000000002,4,71,1,134
14165,Others,25,2,122.53999999999999,1,98,1,121
14167,Others,52,3,574.8399999999999,3,9,1,133
14171,Others,58,4,363.78999999999996,2,304,2,242
14173,Loyal Customers,29,3,450.84000000000003,2,11,5,532
14174,Potential Loyalist,26,2,134.46,1,182,4,421
14175,Others,149,5,3222.3000000000006,5,30,3,355
14176,Others,31,3,576.9,3,298,3,333
14177,Others,42,3,559.4100000000001,3,87,1,133
14178,Others,327,5,1620.93,4,29,3,354
14179,Others,165,5,719.7799999999997,3,41,2,253
14180,Champions,240,5,4748.519999999998,5,11,5,555
14184,Others,24,2,452.89,2,244,3,322
14185,Lost,3,1,197.65,1,9,1,111
14188,Others,65,4,2054.3599999999997,4,72,1,144
14189,Loyal Customers,265,5,4654.079999999998,5,17,4,455
14191,Champions,259,5,4684.760000000001,5,11,5,555
14193,Others,42,3,853.3900000000001,3,270,3,333
14194,Loyal Customers,579,5,11349.519999999986,5,19,4,455
14195,Others,7,1,1011.9999999999998,4,202,4,414
14196,Others,6,1,335.52,2,107,5,512
14198,Loyal Customers,39,3,701.3999999999999,3,19,4,433
14199,Others,2,1,185.39999999999998,1,219,3,311
14201,Others,37,3,747.4399999999999,3,61,1,133
14204,Loyal Customers,44,3,161.02999999999997,1,151,4,431
14205,Potential Loyalist,24,2,466.70000000000005,2,17,4,422
14206,Others,20,2,328.1599999999999,2,240,3,322
14208,Others,10,1,151.73999999999998,1,184,4,411
14209,Loyal Customers,87,4,2073.4300000000003,5,11,5,545
14210,Loyal Customers,102,4,1905.8400000000001,4,106,5,544
14211,Others,112,4,2241.1000000000004,5,54,1,145
14212,At Risk,9,1,1070.48,4,31,2,214
14214,Others,67,4,1004.3799999999997,4,51,2,244
14215,Loyal Customers,108,4,1789.7200000000005,4,12,5,544
14216,Loyal Customers,59,4,1839.3,4,17,4,444
14217,Loyal Customers,100,4,2004.9800000000002,4,12,5,544
14218,Others,12,1,169.48000000000002,1,43,2,211
14219,Others,7,1,89.94,1,212,4,411
14220,Potential Loyalist,21,2,632.4,3,189,4,423
14221,Others,193,5,3432.7999999999993,5,43,2,255
14222,Loyal Customers,41,3,683.17,3,178,4,433
14223,Loyal Customers,60,4,991.13,4,123,5,544
14224,Loyal Customers,118,4,1050.1200000000001,4,111,5,544
14226,Others,67,4,2232.19,5,29,3,345
14227,Others,175,5,3350.9600000000014,5,27,3,355
14229,Others,40,3,1547.2,4,52,2,234
14231,Others,50,3,925.71,3,95,1,133
14232,Others,115,4,2048.0700000000006,4,43,2,244
14233,Others,35,3,1462.7200000000007,4,5,2,234
14234,Others,159,5,775.4600000000004,3,23,3,353
14235,Others,79,4,3144.8599999999997,5,76,1,145
14236,Others,15,2,490.86,3,81,1,123
14237,Lost,9,1,161.00000000000003,1,697,1,111
14238,Others,8,1,146.85,1,327,2,211
14239,Others,112,4,2380.8500000000017,5,44,2,245
14240,Others,42,3,890.3400000000005,3,90,1,133
14241,Lost,10,1,213.70000000000002,1,95,1,111
14242,Others,16,2,280.55,2,235,3,322
14243,Champions,141,5,2588.769999999999,5,128,5,555
14245,Others,108,4,1693.4499999999996,4,249,3,344
14246,Loyal Customers,75,4,1474.0600000000006,4,111,5,544
14247,Potential Loyalist,20,2,136.77,1,190,4,421
14248,Others,8,1,302.58,2,319,2,212
14250,Others,111,4,1904.0500000000002,4,31,2,244
14251,Loyal Customers,78,4,2879.7000000000003,5,11,5,545
14256,Others,53,3,969.06,4,261,3,334
14257,Loyal Customers,106,4,3099.72,5,124,5,545
14258,Loyal Customers,111,4,12669.979999999996,5,10,5,545
14259,Others,5,1,120,1,142,5,511
14261,Others,52,3,1163.4499999999998,4,51,2,234
14262,Loyal Customers,143,5,2618.230000000001,5,18,4,455
14264,Potential Loyalist,17,2,333.97,2,125,5,522
14265,Loyal Customers,31,3,530.18,3,110,5,533
14267,Loyal Customers,55,3,1516.2399999999998,4,163,4,434
14270,Others,29,3,492.6499999999999,3,9,1,133
14271,Others,10,1,112.32000000000002,1,226,3,311
14272,Others,33,3,437.96000000000004,2,74,1,132
14273,Others,29,3,559.9700000000001,3,36,2,233
14276,Others,64,4,1119.7399999999998,4,4,2,244
14277,Loyal Customers,225,5,4216.200000000001,5,16,4,455
14280,Others,8,1,134.04,1,197,4,411
14282,Loyal Customers,156,5,3729.3400000000042,5,20,4,455
14284,Others,32,3,595.2500000000001,3,87,1,133
14285,Others,27,2,1910.0100000000004,4,22,3,324
14286,Others,280,5,4628.749999999998,5,24,3,355
14287,Others,9,1,176.63,1,199,4,411
14288,Others,16,2,426.6,2,66,1,122
14289,Others,47,3,911.2599999999999,3,6,1,133
14290,Loyal Customers,101,4,2314.6499999999996,5,12,5,545
14291,Others,237,5,3883.249999999998,5,32,2,255
14292,Loyal Customers,100,4,4871.9299999999985,5,1,5,545
14293,Loyal Customers,61,4,1046.5599999999993,4,148,5,544
14295,Others,5,1,166.2,1,41,2,211
14297,Loyal Customers,62,4,1305.3299999999997,4,18,4,444
14298,Others,1637,5,51527.299999999974,5,53,2,255
14299,Champions,143,5,3965.6199999999953,5,0,5,555
14300,Others,3,1,43.2,1,19,4,411
14301,Others,13,1,640.14,3,118,5,513
14304,Others,17,2,383.45000000000005,2,339,2,222
14305,Others,105,4,1858.9599999999998,4,72,1,144
14306,Others,33,3,2093.3199999999997,5,52,2,235
14307,Champions,180,5,2995.7200000000007,5,1,5,555
14309,Others,117,4,2352.530000000001,5,29,3,345
14311,Others,20,2,310.26,2,36,2,222
14312,Others,87,4,1611.5899999999995,4,37,2,244
14314,Others,8,1,120,1,107,5,511
14315,Others,101,4,2481.129999999999,5,45,2,245
14317,Potential Loyalist,24,2,508.58,3,183,4,423
14320,Others,31,3,477.7900000000001,2,39,2,232
14321,Champions,123,5,1530.749999999999,4,11,5,554
14323,Loyal Customers,36,3,605.0600000000002,3,115,5,533
14326,Others,8,1,183.85,1,36,2,211
14327,Others,12,1,311.65000000000003,2,164,4,412
14329,Loyal Customers,259,5,5014.840000000004,5,18,4,455
14331,Potential Loyalist,28,2,462.65999999999997,2,136,5,522
14332,Others,26,2,866.3099999999998,3,23,3,323
14333,Others,15,2,415.2,2,275,3,322
14334,Loyal Customers,162,5,2552.2100000000005,5,17,4,455
14335,Loyal Customers,63,4,468.26,2,17,4,442
14336,Loyal Customers,90,4,1614.9100000000008,4,17,4,444
14338,Loyal Customers,31,3,588.2199999999999,3,197,4,433
14339,Others,14,2,309.52,2,36,2,222
14340,Others,6,1,134.7,1,219,3,311
14341,Others,129,5,2182.2799999999984,5,46,2,255
14342,Others,21,2,668.5600000000002,3,22,3,323
14344,Others,71,4,889.9300000000002,3,98,1,143
14345,Others,6,1,108.97999999999999,1,333,2,211
14346,Others,60,4,1021.5800000000002,4,32,2,244
14348,Others,18,2,409.57,2,261,3,322
14349,Loyal Customers,31,3,133.50000000000006,1,11,5,531
14350,Others,18,2,282.92999999999995,2,68,1,122
14351,Others,1,1,51,1,165,4,411
14352,Others,47,3,1078.96,4,37,2,234
14353,Others,6,1,90.6,1,127,5,511
14354,Lost,9,1,163.62,1,90,1,111
14355,Others,11,1,174.4,1,454,2,211
14356,Others,33,3,701.23,3,80,1,133
14357,Others,41,3,225.77000000000012,1,44,2,231
14359,Loyal Customers,55,3,912.1800000000002,3,20,4,433
14360,Loyal Customers,118,4,2128.23,5,121,5,545
14362,Others,41,3,161.20000000000002,1,23,3,331
14364,Others,69,4,3717.349999999999,5,5,2,245
14367,Others,524,5,9261.520000000006,5,22,3,355
14368,Others,8,1,155.00000000000003,1,320,2,211
14371,Others,4,1,100.5,1,296,3,311
